iter	Logloss
0	0.5740385295
1	0.4509170289
2	0.3988938386
3	0.3481935401
4	0.3120166544
5	0.2821701675
6	0.2548297717
7	0.2336484175
8	0.215413817
9	0.2000638575
10	0.183872023
11	0.1704176987
12	0.1593241941
13	0.1500989006
14	0.1413643909
15	0.1333239041
16	0.126355408
17	0.1213908272
18	0.1148000904
19	0.1095957832
20	0.1062635626
21	0.1009389056
22	0.09669275653
23	0.09252599486
24	0.08869523937
25	0.08493761484
26	0.08155207536
27	0.07818066504
28	0.07496758637
29	0.07238782566
30	0.06994568514
31	0.06759972018
32	0.06537256263
33	0.06322808581
34	0.06125899817
35	0.05943003765
36	0.05765877987
37	0.05612124397
38	0.05457616124
39	0.05314181769
40	0.05173913439
41	0.05039356727
42	0.04916552585
43	0.04801363934
44	0.04691260822
45	0.04590221309
46	0.04493413591
47	0.04400438817
48	0.04312114672
49	0.04220395099
50	0.041375649
51	0.04055263024
52	0.03976131083
53	0.03898472884
54	0.03821317807
55	0.03756063891
56	0.03685338622
57	0.0362013315
58	0.03555208784
5959	0.03593229756060	0.03530388056161	0.03474899846262	0.03415187263	0.03270623896
64	0.03217538994
65	0.03167685507
66	66	0.03204014667	67	0.03155547168	68	0.03112351569	69	0.03064465794
70	0.03018791094
71	0.02976605452
72	0.0293692478
73	0.02894759993
74	0.02855900045
75	0.028152676	0.76	0.027781377	0.77	0.027432378	0.78	0.027062779	079	0.0267250980	080	0.0264053881	081	0.0260749782	0.02507273646
83	0.02476341361
84	0.02446266079
85	0.02417940431
86	0.02390168088
87	0.02360401718
88	0.02333470738
89	0.02305423154
90	0.02278567338
91	0.0225372662
92	092	0.0229329893	0.02203089555
94	0.02179588109
95	0.02156135976
96	0.02133201738
97	0.02110175826
98	0.02089078769
99	0.02068484617
100	0.02048033842
101	0.02026226852
102	0.02006732793
103	0.0198686465
104	0.0196868336
105	0.01949296617
106	0.01929158448
107	0.01910423201
108	0.01893046125
109	0.01875709673
110	0.01857816657
111	0.01837567697
112	0.01821577033
113	0.01803777212
114	0.01787938615
115	0.01772330725
116	0.01757907433
117	0.01742927577
118	0.01727776538
119	0.01713609478
120	0.0170000854
121	0.01685700927
122	0.01672276929
123	0.01659391681
124	0.01644791666
125	0.01630325578
126	0.01616643719
127	0.01603581096
128	0.01592094317
129	0.01580214012
130	0.01567408816
131	0.01555835902
132	0.01543676554
133	0.01530118412
134	0.0151839202
135	0.01507322337
136	0.01494855816
137	0.01483681425
138	0.01472968556
139	0.0146317873
140	0.01453140385
141	0.01440945845
142	0.01430498875
143	0.01420551552
144	0.01410156936
145	0.01400535145
146	0.01390723487
147	0.01381351627
148	0.01371451662
149	0.0136256685
150	0.0135364728
151	0.0134516262
152	0.01336584439
153	0.01327893511
154	0.01319632823
155	0.01311467503
156	0.01303087334
157	0.01294230329
158	0.01286645902
159	0.01278215769
160	0.01270376523
161	0.01262136472
162	0.01254782535
163	0.01247127398
164	0.01240164381
165	0.01231574795
166	0.01222870399
167	0.01215182676
168	0.01208246053
169	0.01200759818
170	0.01192762857
171	0.01185537525
172	0.01178673677
173	0.0117162572
174	0.01164274824
175	0.01157354385
176	0.01150816177
177	0.01143587369
178	0.01136883733
179	0.01130043456
180	0.01122962152
181	0.01116854075
182	0.01110876448
183	0.01104857981
184	0.01098861455
185	0.01092633354
186	0.01086826042
187	0.01080847655
188	0.01074183883
189	0.01068684289
190	0.01063171769
191	0.01057227489
192	0.01051815441
193	0.01046560022
194	0.0104135283
195	0.01035344682
196	0.0103012337
197	0.01024881311
198	0.01019067808
199	0.01013772852

963
